Qualifying 3 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
,61,Fez Babar,CLUB TR - RWD,1:39.219,GR86
,511,Peter Granberg,CLUB TR - RWD,1:39.271,BRZ
,199,Ian Flavin,CLUB TR - RWD,1:39.864,BRZ
,94,Mike Bryant,CLUB TR - RWD,1:40.813,MX-5
,13,Jerami Bailey,CLUB TR - RWD,1:40.828,FR-S
,239,Tan Nguyen,CLUB TR - RWD,1:41.177,S2000
,213,Jedwyn Taasin,CLUB TR - RWD,1:41.527,S2000
,414,Garrett Cogburn,CLUB TR - RWD,1:41.677,S2000
,151,Nathan Poulson,CLUB TR - RWD,1:42.043,BRZ
,11,Graham Gaylord,CLUB TR - AWD,1:42.852,Corolla
,249,Carlos Valenzuela,CLUB TR - FWD,1:43.007,Civic
,123,Whiskey Danger Racing,CLUB TR - RWD,1:43.211,S2000
,454,Karla Pestotnik,CLUB TR - RWD,1:44.526,S2000
,231,Lester Epps,CLUB TR - FWD,1:48.358,CELICA
,817,Team Riaction,CLUB TR - FWD,1:49.283,INTEGRA
,281,Peter Nelson,CLUB TR - RWD,1:53.021,1 SERIES
,322,Justin Okamoto,CLUB TR - RWD,1:58.111,318I
,241,Jaime Garcia,CLUB TR - FWD,2:04.457,Civic
,555,Joe Mielke,STREET - AWD,1:35.839,WRX STI
,63,Luca Barberis,STREET - AWD,1:36.089,LANCER
,777,Josh Halka,STREET - AWD,1:36.610,IMPREZA
,333,Tony Barber,STREET - AWD,1:36.623,Model 3
,310,Mike Coons,STREET - AWD,1:37.743,IMPREZA
,38,Aaron Rekkedahl,STREET - FWD,1:39.088,CIVIC TYPE R
,992,Christopher Rosales,STREET - FWD,1:39.190,CIVIC TYPE R
,654,Nick Aegerter,STREET - AWD,1:39.350,FOCUS
,470,Eddy Segal,STREET - FWD,1:39.653,CIVIC
,265,Neal Wiebmer,STREET - RWD,1:40.316,M3
,164,Fenton Sun,STREET - FWD,1:40.979,ELANTRA N
,194,Mike Callaway,STREET - AWD,1:41.203,IMPREZA
,138,David Bruner,STREET - RWD,1:46.017,350Z
,98,Willem Drees,STREET - FWD,1:46.486,VELOSTER
,536,Steph Papadakis,STREET - AWD,1:46.514,COROLLA
,628,Patrick Melgar,STREET - FWD,1:46.590,VELOSTER
,273,Anthony Do,STREET - AWD,1:46.628,COROLLA
,570,Kyle Magnuson,STREET GT - RWD,1:34.206,718 CAYMAN
,819,Karl Taht,STREET GT - RWD,1:37.748,CAYMAN
,143,Trey Tyler,STREET GT - RWD,1:39.598,GR SUPRA
,303,Brad Wintermantle,STREET GT - RWD,1:41.603,MUSTANG
,55,Charles Miller,STREET GT - AWD,1:44.461,GTR
,46,Nehru Cheddie,STREET GT - RWD,1:52.462,911
,305,Tj Keon,STREET GT - RWD,2:00.212,CROWN VICTORIA
,14,Kal Fortner,STREET MOD - RWD,1:33.706,AMG GT S
,914,Christopher Mayfield,STREET MOD - RWD,1:33.791,EVORA
,884,Stephen Schiefer,STREET MOD - RWD,1:35.657,GR SUPRA
,380,Jeffery Ting,STREET MOD - FWD,1:36.481,CIVIC TYPE R
,918,Nicholas Aguayo,STREET MOD - RWD,1:37.274,GR SUPRA
,237,Christopher Watson,STREET MOD - RWD,1:37.424,MX-5 MIATA
,339,Henry Lam,STREET MOD - RWD,1:38.176,RX-7
,140,David Carroll,STREET MOD - RWD,1:39.187,CIVIC
,145,Devin Hofmann,STREET MOD - AWD,1:39.414,WRX
,595,Dustin Williams,STREET MOD - FWD,1:39.491,CIVIC TYPE R
,108,Andre Wenzel,STREET MOD - RWD,1:40.484,RX-7
,558,Larry Chen,STREET MOD - RWD,1:41.553,GR86
,189,Brett Punay,STREET MOD - RWD,1:41.682,M3
,344,Phil Jolicoeur,STREET MOD - AWD,1:44.438,5000
,146,Rob Dahm,STREET MOD - RWD,1:46.857,RX-7
,180,Zhenyang Huang,STREET MOD - RWD,,GR SUPRA
,126,Jacob Abbott,SUNDAE CUP - FWD,1:52.557,FIT
,135,Taylour Wargo,SUNDAE CUP - FWD,1:52.608,FIT
,122,Jason Davidson,SUNDAE CUP - FWD,1:55.448,FIT
,876,Alex Westergaard,SUNDAE CUP - FWD,1:55.478,FIT
,969,Fields Autoworks,SUNDAE CUP - FWD,2:01.194,Fit
,269,Christian Wendland,SUNDAE CUP - FWD,2:04.156,FIT
,491,Robin Shute,SUPER UNLIMITED - RWD,1:10.920,TSC-FS
,270,Jason Chin,SUPER UNLIMITED - RWD,1:25.038,ALTIMA
,848,Sylas Montgomery,SUPER UNLIMITED - RWD,1:28.124,ROAD COURSE SPRINT CAR
,916,Riley Stair,SUPER UNLIMITED - RWD,1:34.783,CIVIC
,274,Gabe Zamora,TRACK MOD - RWD,1:31.123,911
,232,Andrew Dekoning,TRACK MOD - AWD,1:32.148,Model S
,315,William Kwok,TRACK MOD - RWD,1:33.099,CORVETTE
,407,Marcus Fry,TRACK MOD - RWD,1:33.387,510
,331,Mike Forsythe,TRACK MOD - RWD,1:33.403,S2000
,702,Team Formula S,TRACK MOD - RWD,1:35.307,S2000
,404,David Bamforth,TRACK MOD - RWD,1:35.887,CAYMAN
,390,Gary Yeung,TRACK MOD - RWD,1:35.895,S2000
,19,Josh Powers,TRACK MOD - RWD,1:37.763,CORVETTE
,824,Noel Gill,TRACK MOD - RWD,1:37.832,VIPER
,141,Brandon Oglesby,TRACK MOD - RWD,1:38.742,1 SERIES
,190,Johnson Mac,TRACK MOD - RWD,1:40.215,RX-7
,617,Omar Kaayal,TRACK MOD - RWD,1:40.228,M3
,64,Phong Nugyen,TRACK MOD - RWD,1:44.468,S2000
,147,Yo Keutla,TRACK MOD - RWD,1:44.735,911
,183,Jerald Yutadco,TRACK MOD - RWD,1:44.897,BRZ
,191,Jessica Powers,TRACK MOD - RWD,1:45.191,CORVETTE
,874,Robert Robles,TRACK MOD - RWD,4:59.303,Supra
,642,Simon Sigier,UNLIMITED - RWD,1:25.775,GT2
,805,Craig Coker,UNLIMITED - AWD,1:26.788,MODEL S
,789,Ryan Raduechel,UNLIMITED - RWD,1:29.479,MX-5 MIATA
,27,Brad Perkins,UNLIMITED - RWD,1:30.028,M3
,620,Michael Essa,UNLIMITED - RWD,1:32.906,SuperTrofeo
,52,Nicholas Gardner,UNLIMITED - RWD,1:33.212,SHELBY GT500
,580,Damon Fryer,UNLIMITED - RWD,1:33.377,HURACAN
,525,Jeremy Lowder,UNLIMITED - RWD,1:34.730,CORVETTE
,170,Tom Tang,UNLIMITED - RWD,1:37.310,ELISE
,800,Scalar Performance,UNLIMITED - RWD,1:40.610,SCR1
,909,Dai Yoshihara,UNLIMITED - RWD,1:47.961,S2000
,266,Shawn Bassett,UNLIMITED - RWD,2:00.305,CIVIC
,450,James Kirkham,UNLIMITED - RWD,,AMG GT
,714,Sasha Anis,UNLIMITED - RWD,,350z
